,JOB_TITLE,Company_Name,link,Location,Time
497,Business Analyst,Inspiration Manpower Consultancy Pvt Ltd.,https://www.linkedin.com/company/fusion-plus-solutions-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",1 month ago
498,Business Analyst,Magichive Manpower Development,https://in.linkedin.com/company/boyenhaddin?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",3 days ago
499,Business Analyst Payroll - JDE,Cushman & Wakefield,https://www.linkedin.com/company/miratech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 week ago
500,Senior Associate - BAS -GRC - BAS/MUM/0889,BDO in India,https://in.linkedin.com/company/intellect_design_arena?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",3 months ago
501,Business Analyst,Inspiration Manpower Consultancy Pvt Ltd.,https://au.linkedin.com/company/trikonanz?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",4 months ago
502,Business Analyst,Magichive Manpower Development,https://in.linkedin.com/company/tache-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",2 months ago
503,business analysis,Fusion Plus Solutions Inc,https://in.linkedin.com/company/ideslabs-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 day ago
504,Business Analyst,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",https://in.linkedin.com/company/codersbrain?trk=public_jobs_jserp-result_job-search-card-subtitle,Mumbai Metropolitan Region,1 week ago
505,Middle Business Analyst with Python knowledge,Miratech,https://uk.linkedin.com/company/accelya?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
506,Business Analyst,Intellect Design Arena Ltd,https://in.linkedin.com/company/ideslabs-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",4 months ago
507,Sr. SEO Analyst,Trikon Business Solutions,https://in.linkedin.com/company/tamcherry-zaportiv?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",3 weeks ago
508,Market Research BDE,TACHE Technologies Pvt Ltd,https://www.linkedin.com/company/nits-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Delhi, India",2 months ago
509,Business Analyst,IDESLABS PRIVATE LIMITED,https://in.linkedin.com/company/coreinsightsai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
510,Business Analyst_Aastha_Codersbrain,CodersBrain,https://www.linkedin.com/company/milacron?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 month ago
511,Specialist - Pricing Business Analysis,Accelya Group,https://in.linkedin.com/company/ideslabs-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",3 weeks ago
512,Business Analyst,IDESLABS PRIVATE LIMITED,https://www.linkedin.com/company/microchip-technology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",6 days ago
513,Business Analyst,Tamcherry - Zaportiv,https://in.linkedin.com/company/inventionyard-recruitment?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bangalore Urban, Karnataka, India",3 weeks ago
514,Interesting Job Opportunity: NITS Solutions - Business Analyst,NITS Solutions,https://tr.linkedin.com/company/iyzi-payments?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",6 days ago
515,Business Analyst (part-time),CoreInsightsAI,https://in.linkedin.com/company/boyenhaddin?trk=public_jobs_jserp-result_job-search-card-subtitle,India,2 months ago
516,Marketing Operations Analyst,Milacron,https://in.linkedin.com/company/blueaapps-mobi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Coimbatore, Tamil Nadu, India",1 week ago
517,Business Analyst,IDESLABS PRIVATE LIMITED,https://in.linkedin.com/company/ideslabs-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
518,Business Analyst,Microchip Technology Inc.,https://in.linkedin.com/company/blueaapps-mobi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 weeks ago
519,Business Analyst,Inventionyard,https://in.linkedin.com/company/ideslabs-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 week ago
520,Business Analyst,iyzico,https://in.linkedin.com/company/arena-itsoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurgaon, Haryana, India",5 months ago
521,Sharepoint Business Analyst - Infopath,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",https://in.linkedin.com/company/webengage?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bangalore Urban, Karnataka, India",4 days ago
522,Business Analyst Mobile Apps,BLUE APPS PRIVATE LIMITED,https://in.linkedin.com/company/business-tree-consultants?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",1 month ago
523,Business Analyst,IDESLABS PRIVATE LIMITED,https://in.linkedin.com/company/hikeeducation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",5 months ago
524,Business Analyst Mobile Apps,BLUE APPS PRIVATE LIMITED,https://www.linkedin.com/company/72-dragons-hk?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",1 week ago
525,Business Analyst,IDESLABS PRIVATE LIMITED,https://in.linkedin.com/company/simpeltechlabspvtltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",5 months ago
526,Business Analyst,Arena ITsoft Consultancy pvt ltd,https://in.linkedin.com/company/corporatesteps?trk=public_jobs_jserp-result_job-search-card-subtitle,"Trivandrum, Kerala, India",1 week ago
527,Business Analyst,WebEngage,https://ae.linkedin.com/company/nexquare?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",4 months ago
528,We hire for _ Business Analyst,Business Tree Consultants,https://www.linkedin.com/company/appen?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ghaziabad, Uttar Pradesh, India",4 days ago
529,𝐋𝐞𝐚𝐝𝐬𝐪𝐮𝐚𝐫𝐞𝐝 𝐀𝐝𝐦𝐢𝐧𝐢𝐬𝐭𝐫𝐚𝐭𝐨𝐫-CRM Specialist,Hike Education,https://www.linkedin.com/company/nrconsultingllc?trk=public_jobs_jserp-result_job-search-card-subtitle,India,4 days ago
530,Social Media Quality Analyst,72 Dragons,https://in.linkedin.com/company/eximius-capital-ventures?trk=public_jobs_jserp-result_job-search-card-subtitle,India,6 months ago
531,Business Analyst,Simpel Techlabs Pvt. Ltd.,https://www.linkedin.com/company/buzzboard?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 months ago
532,Business Analyst,Corporate Steps,https://in.linkedin.com/company/lucidplus-it-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 week ago
533,Business Analyst,nexquare,https://www.linkedin.com/company/appen?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",6 months ago
534,Search Engine Analyst Position for English Speaker,Appen,https://in.linkedin.com/company/corporatesteps?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",5 months ago
535,Business Analysts.,NR Consulting,https://in.linkedin.com/company/seven-n-half?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 days ago
536,Senior SEO Analyst,Eximius Ventures,https://in.linkedin.com/company/ivy-league-ventures?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",1 month ago
537,Business Analyst - Product,BuzzBoard,https://in.linkedin.com/company/boyenhaddin?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",3 months ago
538,Business Analyst,Lucidplus IT Solutions,https://in.linkedin.com/company/ltimindtree?trk=public_jobs_jserp-result_job-search-card-subtitle,"Thrissur, Kerala, India",2 weeks ago
539,Search Engine Analyst Position for English Speaker,Appen,https://in.linkedin.com/company/apnahq?trk=public_jobs_jserp-result_job-search-card-subtitle,Mumbai Metropolitan Region,2 weeks ago
540,Business Analyst,Corporate Steps,https://ch.linkedin.com/company/luxoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 month ago
541,Business Analyst,Seven N Half,https://ch.linkedin.com/company/luxoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",5 days ago
542,Business Analyst,IVY League Ventures Pvt Ltd.,https://ch.linkedin.com/company/luxoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Indore, Madhya Pradesh, India",6 days ago
543,Sharepoint Business Analyst - Infopath,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",https://in.linkedin.com/company/hiddenbrains-infotech-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,Mumbai Metropolitan Region,1 day ago
544,Business Analyst-Insurance,LTIMindtree,https://www.linkedin.com/company/triomics?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 week ago
545,Business Analyst,apna,https://in.linkedin.com/company/teqto-infotech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 week ago
546,Liquidity Risk & Basel-BCBS Business Analyst (Base: Bangalore),Luxoft,https://in.linkedin.com/company/posist-technologies-pvt-ltd-?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 month ago
547,Murex FO/BO Business Analyst (Reconciliation) [Start by end of November 2023],Luxoft,https://in.linkedin.com/company/owen-mitten-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
548,Social Media Analyst,Aspire Jazp technologies PVT LTD,https://www.linkedin.com/company/jpmorganchase?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",5 days ago
549,Murex FO/BO Business Analyst (Reconciliation) [Start by end of November 2023],Luxoft,https://in.linkedin.com/company/boyenhaddin?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 week ago
550,Social Media Analyst,Aspire Jazp technologies PVT LTD,https://www.linkedin.com/company/fusion-plus-solutions-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 week ago
551,Interesting Job Opportunity: Business Analyst,Hidden Brains InfoTech Pvt. Ltd.,https://www.linkedin.com/company/orioninnovation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",1 week ago
552,Junior SEO Analyst,Kudometrics,https://in.linkedin.com/company/essenware-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Attur, Tamil Nadu, India",1 week ago
553,Market Research Analyst (Healthcare/Pharma/Biotech),Triomics,https://in.linkedin.com/company/bdoinindia?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",1 day ago
554,Business Analyst,Teqto Infotech,https://in.linkedin.com/company/essenware-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Rajkot, Gujarat, India",1 week ago
555,Posist - Market Research Role,Posist Technologies,https://tr.linkedin.com/company/iyzi-payments?trk=public_jobs_jserp-result_job-search-card-subtitle,"Delhi, Delhi, India",4 months ago
556,Market Analyst jobs in Austria,Owen Mitten Private Limited,https://uk.linkedin.com/company/aveva?trk=public_jobs_jserp-result_job-search-card-subtitle,"Kochi, Kerala, India",3 months ago
557,Business Testing Analysis - Associate,JPMorgan Chase & Co.,https://www.linkedin.com/company/central-business-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
558,Business Analyst Logistics Eco System,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",https://in.linkedin.com/company/rawdata-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 week ago
559,Business analysts,Fusion Plus Solutions Inc,https://au.linkedin.com/company/webential?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",4 months ago
560,Business Analyst,Orion Innovation,https://www.linkedin.com/company/techfirefly?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sholinganallur, Tamil Nadu, India",3 months ago
561,Business Analyst,ESSENWARE PRIVATE LIMITED,https://www.linkedin.com/company/ojcommerce?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 day ago
562,Assistant Manager - BAS -Forensic Audit - BAS/MUM/1048,BDO in India,https://www.linkedin.com/company/calypso-technology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
563,Business Analyst,ESSENWARE PRIVATE LIMITED,https://in.linkedin.com/company/virohan?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",4 months ago
564,Business Analyst,iyzico,https://in.linkedin.com/company/ideslabs-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurgaon, Haryana, India",1 week ago
565,Informatica Business Analyst,AVEVA,https://in.linkedin.com/company/www-green-clover-in?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",4 months ago
566,SEO Analyst,Central Business Solutions Inc.,https://uk.linkedin.com/company/the-weir-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bhopal, Madhya Pradesh, India",6 months ago
567,Business Analyst,Rawdata Technologies,https://www.linkedin.com/company/credera?trk=public_jobs_jserp-result_job-search-card-subtitle,"Kochi, Kerala, India",3 weeks ago
568,Web Business Analyst,Webential,https://in.linkedin.com/company/harsha-group-engineers-builders?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",4 weeks ago
569,Business Analyst for Web Based Product Development,Tech Firefly,https://in.linkedin.com/company/zeronp?trk=public_jobs_jserp-result_job-search-card-subtitle,"Navi Mumbai, Maharashtra, India",4 months ago
570,Business Analyst,OJCommerce,https://www.linkedin.com/company/realpage?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",4 months ago
571,"Business Analyst, Support, Regulatory Solutions",Calypso Technology,https://www.linkedin.com/company/talentkompass-deutschland?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",3 months ago
572,Virohan - Senior Product Analyst - Growth Marketing,Virohan,https://in.linkedin.com/company/appventurez-mobitech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",5 months ago
573,Business Analyst,IDESLABS PRIVATE LIMITED,https://in.linkedin.com/company/corporatesteps?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",1 week ago
574,Business Analyst,Green Clover,https://in.linkedin.com/company/tamcherry-zaportiv?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 week ago
575,Business Analyst,The Weir Group PLC,https://www.linkedin.com/company/varite?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",6 days ago
576,Business Analyst,Credera,https://www.linkedin.com/company/pepsico?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",2 months ago
577,Senior Marketing Analyst,Harsha Group Engineers & Builders,https://in.linkedin.com/company/ltimindtree?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",2 months ago
578,Business Analyst,ZERONP,https://www.linkedin.com/company/talentkompass-deutschland?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 week ago
579,Business Analyst II (T),"RealPage, Inc.",https://www.linkedin.com/company/talentkompass-deutschland?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",2 weeks ago
580,Junior Market Analyst (Remote Internship – Market Research),TalentKompass Deutschland,https://www.linkedin.com/company/talentkompass-deutschland?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",3 weeks ago
581,Business Analyst / Upwork Specialist,Appventurez,https://www.linkedin.com/company/huronconsulting?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",1 week ago
582,Business Analyst,Corporate Steps,https://in.linkedin.com/company/teamgewan?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Kolkata Area,4 months ago
583,Business Analyst,Tamcherry - Zaportiv,https://www.linkedin.com/company/sciera-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",3 weeks ago
584,Business Analyst I,VARITE INC,https://www.linkedin.com/company/ignitho?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurgaon, Haryana, India",4 months ago
585,R&D Life Sciences Business Analyst,PepsiCo,https://in.linkedin.com/company/corporatesteps?trk=public_jobs_jserp-result_job-search-card-subtitle,"Peerancheru, Telangana, India",3 months ago
586,Business Analyst-Insurance,LTIMindtree,https://in.linkedin.com/company/go-yubi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",3 months ago
587,Junior Market Analyst (Remote Internship – Market Research),TalentKompass Deutschland,https://in.linkedin.com/company/saaki-and-argus?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 month ago
588,Junior Market Analyst (Remote Internship – Market Research),TalentKompass Deutschland,https://in.linkedin.com/company/codersbrain?trk=public_jobs_jserp-result_job-search-card-subtitle,"Agra, Uttar Pradesh, India",5 months ago
589,Junior Market Analyst (Remote Internship – Market Research),TalentKompass Deutschland,https://www.linkedin.com/company/assembly-global?trk=public_jobs_jserp-result_job-search-card-subtitle,"Delhi Cantonment, Delhi, India",2 months ago
590,Business Analyst,Huron,https://in.linkedin.com/company/appsteaninfotech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 week ago
591,Business Analyst,Gewan Info Tech Solutions India Private Limited,https://www.linkedin.com/company/crmnext?trk=public_jobs_jserp-result_job-search-card-subtitle,"Thrissur, Kerala, India",2 months ago
592,Business Analyst II,"Sciera, Inc.",https://in.linkedin.com/company/owen-mitten-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 month ago
593,Presales Analyst - Media & Entertainment,Ignitho Technologies,https://in.linkedin.com/company/xtransmatrix?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",2 months ago
594,Business Analyst,Corporate Steps,https://ch.linkedin.com/company/temenos?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",4 months ago
595,Business Analyst - Digital Collections,Yubi,https://ch.linkedin.com/company/luxoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Thane, Maharashtra, India",5 months ago
596,Business Analyst-Workday,Saaki Argus and Averil Consulting,https://br.linkedin.com/company/sourceoneit?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 month ago
597,Business Analyst_Deepanshi_E,CodersBrain,https://in.linkedin.com/company/codersbrain?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",2 months ago
598,Social Media Analyst,NetSysCon Consulting LLP,https://www.linkedin.com/company/fulcrum-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",5 months ago
599,Marketing Operations Analyst,Assembly Global,https://in.linkedin.com/company/zigsaw-consultancy-services?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
600,Business Analyst,Appstean,https://www.linkedin.com/company/initiatefirstinformationservices?trk=public_jobs_jserp-result_job-search-card-subtitle,"Indore, Madhya Pradesh, India",2 months ago
601,Search Engine Optimization Analyst,Successstairsgroup,https://in.linkedin.com/company/alp-consulting-ltd.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bhopal, Madhya Pradesh, India",1 month ago
602,Business Analyst,CRMNEXT,https://in.linkedin.com/company/weareuplers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
603,Business Analyst-Remote,Owen Mitten Private Limited,https://www.linkedin.com/company/solytics-partners?trk=public_jobs_jserp-result_job-search-card-subtitle,"Kochi, Kerala, India",1 month ago
604,Business Analyst (Airline PSS Domain),XTRANSMATRIX CONSULTING SERVICES PVT LTD,https://in.linkedin.com/company/dams-emedicoz?trk=public_jobs_jserp-result_job-search-card-subtitle,"Kochi, Kerala, India",1 week ago
605,Business Analyst,Temenos,https://www.linkedin.com/company/talentkompass-deutschland?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 months ago
606,Murex Finance Business Analyst (with Datamart),Luxoft,https://ch.linkedin.com/company/luxoft?trk=public_jobs_jserp-result_job-search-card-subtitle,India,3 months ago
607,Business Analyst,SourceOne,https://in.linkedin.com/company/soffitinfra?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",5 days ago
608,Business Analyst_Gunjan,CodersBrain,https://in.linkedin.com/company/primotech-llc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",3 months ago
609,Business Analyst,Fulcrum Digital Inc,https://in.linkedin.com/company/essenware-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",4 months ago
610,Business Analyst,Zigsaw,https://in.linkedin.com/company/alliance-recruitment-agency?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru East, Karnataka, India",1 month ago
611,Business Analyst,InitiateFirst Information Services,https://www.linkedin.com/company/solytics-partners?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 month ago
612,Business Analysis,Alp Consulting Ltd.,https://www.linkedin.com/company/intuitive-apps?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 month ago
613,Paid Social Analyst- WFH,Uplers,https://uk.linkedin.com/company/antal-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Delhi, India",1 week ago
614,Solytics Partners - Content Analyst,Solytics Partners,https://in.linkedin.com/company/hindustan-recruitment?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",3 months ago
615,Interesting Job Opportunity: Business Analyst,Dams | Emedicoz,https://in.linkedin.com/company/fieldassist?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",3 months ago
616,Junior Market Analyst (Remote Internship – Market Research),TalentKompass Deutschland,https://in.linkedin.com/company/freecharge-in?trk=public_jobs_jserp-result_job-search-card-subtitle,"Jaipur, Rajasthan, India",5 days ago
617,"Calypso Back Office, BA",Luxoft,https://in.linkedin.com/company/healthi-solutions-pte.-ltd.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 months ago
618,Brand Protection Analyst,Soffit Infrastructure Services (P) Ltd,https://in.linkedin.com/company/boyenhaddin?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",4 months ago
619,Senior SEO Analyst,PRIMOTECH,https://www.linkedin.com/company/cortex-consultants?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mohali district, Punjab, India",1 month ago
620,Business Analyst,ESSENWARE PRIVATE LIMITED,https://in.linkedin.com/company/toxsltech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",4 months ago
621,Marketing Analyst,Subdo,https://www.linkedin.com/company/zycus?trk=public_jobs_jserp-result_job-search-card-subtitle,India,4 months ago
622,Business Analyst,Alliance Recruitment Agency,https://in.linkedin.com/company/weareuplers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",2 months ago
623,Solytics Partners - Content Analyst/Business Analyst,Solytics Partners,https://uk.linkedin.com/company/antal-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",1 month ago
624,Business analyst,Intuitive Apps Inc.,https://www.linkedin.com/company/betsol?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",4 days ago
625,Business Analyst,Antal International,https://in.linkedin.com/company/ideslabs-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",4 months ago
626,Sales Analyst,Hindustan Recruitment,https://in.linkedin.com/company/inspiration-manpower-consultancy-pvt-ltd-?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Delhi Area,1 week ago
627,Business Analyst (Founder's Office),FieldAssist,https://in.linkedin.com/company/inspiration-manpower-consultancy-pvt-ltd-?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",1 month ago
628,Freecharge - Business Analyst,Freecharge,https://ch.linkedin.com/company/abb?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Kolkata Area,1 week ago
629,Business Analyst,healthi.in,https://in.linkedin.com/company/rezo-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 week ago
630,Business Analyst - Unix/pl-sql - Banking Domain,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",https://ch.linkedin.com/company/abb?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Kolkata Area,1 month ago
631,Business Analyst -Healthcare -Chennai,Cortex Consultants LLC,https://in.linkedin.com/company/virtue-market-research?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",4 months ago
632,Business Analyst,ToXSL Technologies Pvt Ltd,https://in.linkedin.com/company/hyrmus?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sahibzada Ajit Singh Nagar, Punjab, India",4 days ago
633,Marketing Research Analyst-Freelance,Zycus,https://www.linkedin.com/company/saama-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
634,Performance Marketing Analyst- WFH,Uplers,https://in.linkedin.com/company/valion-realty?trk=public_jobs_jserp-result_job-search-card-subtitle,India,1 month ago
635,Business Analyst,Antal International,https://in.linkedin.com/company/alp-consulting-ltd.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",3 months ago
636,Research Analyst/ Technical Writer - Backup and Recovery Domain Expert,BETSOL,https://in.linkedin.com/company/hyrhub?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
637,Business Analyst,IDESLABS PRIVATE LIMITED,https://ch.linkedin.com/company/abb?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",5 months ago
638,Business analyst for Bangalorre,Inspiration Manpower Consultancy Pvt Ltd.,https://in.linkedin.com/company/rezo-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",4 months ago
639,Business analyst for Bangalorre,Inspiration Manpower Consultancy Pvt Ltd.,https://ch.linkedin.com/company/abb?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 week ago
640,Business Analyst,ABB,https://in.linkedin.com/company/virtue-market-research?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 months ago
641,Business Analyst,Rezo.ai,https://in.linkedin.com/company/hyrmus?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",1 month ago
642,Business Analyst,ABB,https://www.linkedin.com/company/saama-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 week ago
