,JOB_TITLE,Company_Name,link,Location,Time
0,Data Analyst / Business Analyst - (Freshers Batch),Elitemet Solutions,https://in.linkedin.com/company/elitemet-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,India,4 days ago
1,Assistant Manager - Data / Business Analyst,Tata Cummins,https://www.linkedin.com/company/tata-cummins?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",2 weeks ago
2,Data Analyst – Supply Chain- Power BI,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",https://in.linkedin.com/company/boyenhaddin?trk=public_jobs_jserp-result_job-search-card-subtitle,Pune/Pimpri-Chinchwad Area,1 week ago
3,Analyst,HiveMinds,https://in.linkedin.com/company/hiveminds-innovative-market-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurgaon, Haryana, India",6 days ago
4,Business Data Analyst,Anblicks,https://www.linkedin.com/company/anblicks?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",2 months ago
5,Analyst / Sr Analyst - Performance Marketing Analytics,Global Talent Exchange,https://in.linkedin.com/company/globaltalex?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",3 days ago
6,Interesting Job Opportunity: Arzooo - Business Analyst,Arzooo,https://in.linkedin.com/company/arzooo?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
7,Data Analyst - Youtube and Social Media,Cocoma Digital,https://in.linkedin.com/company/cocomadigital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",4 months ago
8,Digital Analyst,Tamcherry - Zaportiv,https://in.linkedin.com/company/tamcherry-zaportiv?trk=public_jobs_jserp-result_job-search-card-subtitle,Mumbai Metropolitan Region,3 months ago
9,SEM Analyst,Acme Services,https://in.linkedin.com/company/acmeservices?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",2 weeks ago
10,Senior Analyst - Paid Social,dentsu,https://jp.linkedin.com/company/dentsu?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",3 months ago
11,Data Analyst - Sales & Marketing,United HR Solutions Pvt. Ltd.,https://in.linkedin.com/company/unitedhrsolutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",2 months ago
12,Paid Ads Analyst,izmo ltd,https://in.linkedin.com/company/izmo-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",4 months ago
13,Digital Listening – Analyst,ITC Limited,https://in.linkedin.com/company/itc-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Kolkata Area,3 months ago
14,Supply chain BI Data Analyst,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",https://in.linkedin.com/company/boyenhaddin?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",4 months ago
15,SEM Analyst,ReachLocal India,https://in.linkedin.com/company/reachlocal-india?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
16,Business Analytics Analyst - C10,Citi,https://www.linkedin.com/company/citi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
17,Senior Analyst - Paid Search,dentsu,https://jp.linkedin.com/company/dentsu?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 week ago
18,Senior Analyst- Display,dentsu,https://jp.linkedin.com/company/dentsu?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Chennai Area,4 weeks ago
19,Business Analyst Data Analyst,Tech No Tech,https://in.linkedin.com/company/srv-media?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",5 months ago
20,Paid media analyst,SRV Media,https://in.linkedin.com/company/aditya-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",3 days ago
21,Analyst FFO,Sandoz India Pvt Ltd,https://in.linkedin.com/company/itc-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",2 weeks ago
22,Social Listening Analyst,ITC Limited,https://www.linkedin.com/company/genpact?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Kolkata Area,1 month ago
23,Business Analyst - Hive Developer-HMS038147,Genpact,https://jp.linkedin.com/company/dentsu?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",3 weeks ago
24,Sr. Analyst - Display,dentsu,https://in.linkedin.com/company/izmo-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",2 weeks ago
25,Trainee SEO Analyst,izmo ltd,https://in.linkedin.com/company/edirectsys?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",5 months ago
26,PPC Analyst / Media Analyst,EDIRECTSYS,https://jp.linkedin.com/company/dentsu?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 month ago
27,Senior Analyst- Display,dentsu,https://www.linkedin.com/company/fusion-plus-solutions-inc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",4 days ago
28,Business Analysis and Data Analysis,Fusion Plus Solutions Inc,https://in.linkedin.com/company/hoabl?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",3 months ago
29,The House Of Abhinandan Lodha - Data Analyst - Marketing &amp; Sales Strategy,The House of Abhinandan Lodha,https://in.linkedin.com/company/cogcultureagency?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",2 months ago
30,Google Ads Analyst,Cog Culture,https://nl.linkedin.com/company/payu?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",6 days ago
31,Business Analyst - Data Science,PayU,https://sg.linkedin.com/company/graas-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",5 days ago
32,Marketing Analyst - SQL/Tableau,EXL Services.com,https://jp.linkedin.com/company/dentsu?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru East, Karnataka, India",2 weeks ago
33,"Analyst, Performance Marketing",graas,https://jp.linkedin.com/company/dentsu?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",3 weeks ago
34,Senior Analyst - Ad-operations (Display),dentsu,https://in.linkedin.com/company/merementor?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",1 week ago
35,Senior Analyst - Ad-operations (Display),dentsu,https://in.linkedin.com/company/martlenz?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",1 week ago
36,SEO Analyst,Mere Mentor,https://www.linkedin.com/company/jpmorganchase?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",5 days ago
37,Market Research Analyst,MartLenz Knowledge Services,https://jp.linkedin.com/company/dentsu?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",3 months ago
38,CIB - Chief Data Office Business Analyst - Associate,JPMorgan Chase & Co.,https://in.linkedin.com/company/pixelwebsolutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",3 months ago
39,Media Platforms - Business Analyst,dentsu,https://in.linkedin.com/company/nirafinance?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",6 days ago
40,SEO Analyst,Pixel Web Solutions,https://in.linkedin.com/company/blink-digital?trk=public_jobs_jserp-result_job-search-card-subtitle,"Madurai, Tamil Nadu, India",4 months ago
41,Bussiness Analyst,NIRA,https://uk.linkedin.com/company/mouseback?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",5 days ago
42,Marketing Analytics Manager,Blink Digital,https://www.linkedin.com/company/datawrkz?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",3 weeks ago
43,Paid Search Analyst,Mouseback Limited,https://www.linkedin.com/company/globalfoundries?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",2 weeks ago
44,Campaign Analyst,Datawrkz,https://in.linkedin.com/company/yoga-bar?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru North, Karnataka, India",3 days ago
45,"Analyst, Market Intelligence",GlobalFoundries,https://jp.linkedin.com/company/dentsu?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bangalore Urban, Karnataka, India",2 weeks ago
46,Business Analyst,Yoga Bar (Sprout Life Foods),https://www.linkedin.com/company/forbes-advisor?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
47,Senior Analyst - Ad-operations (Display),dentsu,https://www.linkedin.com/company/yellowdotai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",2 weeks ago
48,SEO Analyst (On-page),Forbes Advisor,https://in.linkedin.com/company/webnox-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 week ago
49,SEO Analyst,Yellow.ai,https://www.linkedin.com/company/72-dragons-hk?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
50,Webnox Technologies - Junior Analyst - Search Engine Optimization,Webnox Technologies,https://jp.linkedin.com/company/dentsu?trk=public_jobs_jserp-result_job-search-card-subtitle,"Coimbatore, Tamil Nadu, India",2 months ago
51,Digital Marketing Analyst Role,72 Dragons,https://ca.linkedin.com/company/colliers?trk=public_jobs_jserp-result_job-search-card-subtitle,India,1 month ago
52,Senior Analyst - SEO,dentsu,https://in.linkedin.com/company/ratnaglobaltech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",6 days ago
53,Business Analyst | Office Services,Colliers,https://www.linkedin.com/company/bookeeapp?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 month ago
54,Analyst - Pay Per Click,Ratna Global Tech,https://in.linkedin.com/company/peelworks?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gautam Buddha Nagar, Uttar Pradesh, India",2 months ago
55,Marketing Analyst,Bookee,https://uk.linkedin.com/company/antal-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 months ago
56,Marketing Analyst,Peel-Works,https://in.linkedin.com/company/homelane?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
57,Paid Media Analyst,Antal International,https://in.linkedin.com/company/kgis?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bangalore Urban, Karnataka, India",2 months ago
58,Marketing Analyst,HomeLane,https://in.linkedin.com/company/triaksha-automation-technologies-pvt-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 weeks ago
59,Business Analyst - Data - CBRex,KG Invicta Services (KGiS),https://in.linkedin.com/company/citymall91?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",2 months ago
60,Market Research Analyst,Triaksha Automation Technologies Pvt. Ltd.,https://in.linkedin.com/company/boyenhaddin?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bangalore Urban, Karnataka, India",4 days ago
61,CityMall - Business Analyst - IIT/NIT/BITS,CityMall,https://www.linkedin.com/company/trademarkia?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",3 months ago
62,Reporting Analyst,ECC,https://in.linkedin.com/company/hiveminds-innovative-market-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",5 months ago
63,Business Analysis/ Business Systems Analysis - Hyperion,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",https://in.linkedin.com/company/qweensnetwork?trk=public_jobs_jserp-result_job-search-card-subtitle,Mumbai Metropolitan Region,1 month ago
64,SEO/SEM Analyst,Trademarkia,https://in.linkedin.com/company/next-labs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",4 weeks ago
65,Marketing Analyst,HiveMinds,https://in.linkedin.com/company/arzooo?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 month ago
66,Business Analyst Digital,Qween Network LLP,https://in.linkedin.com/company/getpeppermint?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 week ago
67,"SEO Analyst (Bangalore, NO Remote)",Next Labs,https://in.linkedin.com/company/novartis-india?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
68,Business Analyst,Arzooo,https://uk.linkedin.com/company/pwc?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 week ago
69,Marketing Analyst,Peppermint Robotics,https://www.linkedin.com/company/citi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",2 months ago
70,Senior Analyst - Social Media Listening,Novartis India,https://in.linkedin.com/company/boyenhaddin?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 week ago
71,IET – GW Business Analyst -Associate- Bangalore,PwC,https://in.linkedin.com/company/rezo-ai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 months ago
72,Business Analytics Analyst - C10,Citi,https://in.linkedin.com/company/kpmgindia?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 month ago
73,Business Analysis/ Business Systems Analysis - Hyperion,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",https://in.linkedin.com/company/traverze?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bangalore Urban, Karnataka, India",1 month ago
74,Rezo.AI - Business Analyst - SQL,Rezo.ai,https://in.linkedin.com/company/signdesk?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",2 months ago
75,Consultant - SFDC BA - Bangalore,KPMG India,https://in.linkedin.com/company/tech-mahindra?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",5 months ago
76,Marketing Support Analyst (MAApr202301),TRAVERZE,https://in.linkedin.com/company/cielhr?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",5 months ago
77,SignDesk - Analyst - Search Engine Optimization,SignDesk,https://in.linkedin.com/company/qweensnetwork?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 week ago
78,Business Analyst,Tech Mahindra,https://ca.linkedin.com/company/colliers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Visakhapatnam, Andhra Pradesh, India",4 months ago
79,"Business Analyst with an Ecommerce company in HSR Layout, Bangalore",CIEL HR,https://www.linkedin.com/company/nielseniq?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bangalore Urban, Karnataka, India",2 months ago
80,Business Analyst DWH,Qween Network LLP,https://in.linkedin.com/company/pwc-acs-in-india?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",4 months ago
81,Business Analyst | Office Services,Colliers,https://www.linkedin.com/company/pulivarthigroup?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 week ago
82,Loyalty Analyst,NielsenIQ,https://in.linkedin.com/company/nexplace-info-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Vadodara, Gujarat, India",3 months ago
83,IET – GW Business Analyst -Associate- Bangalore,PwC Acceleration Centers in India,https://www.linkedin.com/company/anteriad?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",4 months ago
84,Marketing Analyst - IT Staffing Company,Pulivarthi Group (PG),https://in.linkedin.com/company/flairdeck?trk=public_jobs_jserp-result_job-search-card-subtitle,India,1 month ago
85,Seo Analyst,Nexplace Info Private Limited,https://www.linkedin.com/company/genpact?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",4 months ago
86,"Analyst, Digital Marketing",Anteriad,https://in.linkedin.com/company/smartq-bottlelabs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
87,Campaign Analyst (PPC Campaign Analyst),FlairDeck,https://in.linkedin.com/company/ripplesindia-group?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",3 months ago
88,Digital_Business Analyst-ANA002568,Genpact,https://www.linkedin.com/company/assembly-global?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
89,SmartQ - Assistant Manager - Data Analyst - Business Transformation &amp; Strategy,SmartQ,https://in.linkedin.com/company/seven-n-half?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",4 weeks ago
90,Social Media Trend Analyst,RipplesIndia Group,https://in.linkedin.com/company/techfinit?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurgaon, Haryana, India",2 months ago
91,Performance Marketing Analyst,Assembly Global,https://in.linkedin.com/company/acmeservices?trk=public_jobs_jserp-result_job-search-card-subtitle,"Karnataka, India",1 week ago
92,Marketing Analyst,Seven N Half,https://www.linkedin.com/company/nustar-technologies-inc.?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",4 months ago
93,Junior Seo Analyst,Techfinit Global LLP,https://in.linkedin.com/company/cloudmarvels?trk=public_jobs_jserp-result_job-search-card-subtitle,"Sulthanbathery, Kerala, India",1 day ago
94,SEO Analyst,Acme Services,https://in.linkedin.com/company/nexplace-info-private-limited?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
95,Business Analysis,NuStar Technologies,https://uk.linkedin.com/company/antal-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 month ago
96,SEO Analyst,CloudMarvels,https://www.linkedin.com/company/citi?trk=public_jobs_jserp-result_job-search-card-subtitle,"Coimbatore, Tamil Nadu, India",4 days ago
97,Seo Analyst,Nexplace Info Private Limited,https://www.linkedin.com/company/xerago?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
98,Zendesk Support,Antal International,https://in.linkedin.com/company/kpmgindia?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",1 day ago
99,Business Analytics Analyst - C10 - SBS,Citi,https://in.linkedin.com/company/changeleaders?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
100,Market researcher,Xerago,https://in.linkedin.com/company/mirrar-technology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",2 months ago
101,SFDC Business Analyst - Consultant,KPMG India,https://www.linkedin.com/company/ryan?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",2 days ago
102,Digital Marketing Analyst,Changeleaders.in,https://www.linkedin.com/company/rapidconsultingservices?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",1 week ago
103,Market Researcher,mirrAR,https://www.linkedin.com/company/alation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 day ago
104,Business Analyst,Ryan,https://sg.linkedin.com/company/aipalette?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Hyderabad Area,4 months ago
105,Guidewire Business Data Analyst,Rapid Consulting Services,https://in.linkedin.com/company/pwc-acs-in-india?trk=public_jobs_jserp-result_job-search-card-subtitle,India,1 week ago
106,Campaign Operations Sr. Analyst,Alation,https://ca.linkedin.com/company/colliers?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",1 month ago
107,Market Research Analyst,Ai Palette,https://www.linkedin.com/company/ncr-corporation?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",1 month ago
108,IET – GW Business Analyst -Associate- Bangalore,PwC Acceleration Centers in India,https://in.linkedin.com/company/angel-and-genie?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 weeks ago
109,Business Analyst | Office Services,Colliers,https://in.linkedin.com/company/mevive-international?trk=public_jobs_jserp-result_job-search-card-subtitle,"Delhi Cantonment, Delhi, India",3 months ago
110,Business Analyst,NCR Corporation,https://www.linkedin.com/company/docusign?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",5 days ago
111,Senior SEM Analyst,Angel and Genie,https://in.linkedin.com/company/codersbrain?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",4 days ago
112,Market Researcher,Mevive International Food Ingredients,https://uk.linkedin.com/company/capco?trk=public_jobs_jserp-result_job-search-card-subtitle,"Coimbatore, Tamil Nadu, India",4 months ago
113,"Technical Business Systems Analyst, Marketing Ops",DocuSign,https://www.linkedin.com/company/clarifai?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 weeks ago
114,Media Analyst_Sapient,CodersBrain,https://www.linkedin.com/company/acura-solutions-ltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Delhi, India",3 weeks ago
115,Business Analyst,Capco,https://in.linkedin.com/company/madvik-retreat?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",4 months ago
116,ML Content Marketing Business Analyst,Clarifai,https://www.linkedin.com/company/e2m-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 weeks ago
117,Data Analyst (Business professional Institute),ACURA SOLUTIONS LTD,https://in.linkedin.com/company/upstox?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",3 weeks ago
118,Social Media Analyst,Madvik Retreat,https://tr.linkedin.com/company/iyzi-payments?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurugram, Haryana, India",1 week ago
119,SEO Analyst,E2M,https://in.linkedin.com/company/revboosters?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",1 month ago
120,Business Analyst,Upstox,https://in.linkedin.com/company/2coms?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",2 weeks ago
121,Business Analyst - SMB Analytics,iyzico,https://www.linkedin.com/company/chargebee?trk=public_jobs_jserp-result_job-search-card-subtitle,"Gurgaon, Haryana, India",6 days ago
122,Marketing Analyst,RevBoosters,https://in.linkedin.com/company/revboosters?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",4 weeks ago
123,Business Analyst – Anacredit / Analytical Credit Datasets // Pune / Hyderabad // 7 - 10 Yrs,2COMS Consulting Pvt. Ltd.,https://in.linkedin.com/company/2coms?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",5 months ago
124,"Senior Analyst, Marketing Operations",Chargebee,https://www.linkedin.com/company/chargebee?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",6 days ago
125,Marketing Analyst,RevBoosters,https://www.linkedin.com/company/spglobal?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",3 months ago
126,Business Analyst – Anacredit / Analytical Credit Datasets // Pune / Hyderabad // 7 - 10 Yrs,2COMS Consulting Pvt. Ltd.,https://in.linkedin.com/company/invest-mango?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",4 days ago
127,"Senior Analyst, Marketing Operations",Chargebee,https://www.linkedin.com/company/rackspace-technology?trk=public_jobs_jserp-result_job-search-card-subtitle,"Chennai, Tamil Nadu, India",2 weeks ago
128,Business Analyst I (Salesforce),S&P Global,https://in.linkedin.com/company/infidigit?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",4 weeks ago
129,Social Media Analyst,Invest Mango,https://in.linkedin.com/company/acmeservices?trk=public_jobs_jserp-result_job-search-card-subtitle,"Noida, Uttar Pradesh, India",2 months ago
130,Market Research Analyst - IN,Rackspace Technology,https://in.linkedin.com/company/a2z-jobs-consultancy?trk=public_jobs_jserp-result_job-search-card-subtitle,India,5 months ago
131,SEO Analyst,Infidigit,https://www.linkedin.com/company/calix?trk=public_jobs_jserp-result_job-search-card-subtitle,"Goregaon, Maharashtra, India",1 week ago
132,SEO Analyst,Acme Services,https://in.linkedin.com/company/cielhr?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",4 days ago
133,Campaign Analyst (PPC Campaign Analyst),A2Z Jobs Consultancy,https://tr.linkedin.com/company/iyzi-payments?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",4 months ago
134,Business Analyst,Calix,https://www.linkedin.com/company/netapp?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
135,Business Analyst,CIEL HR,https://in.linkedin.com/company/angel-and-genie?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bangalore Urban, Karnataka, India",2 months ago
136,Business Analyst - Data Science,iyzico,https://in.linkedin.com/company/neil-patel-digital-india?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 weeks ago
137,Business Analyst(Hyperion),NetApp,https://in.linkedin.com/company/voco-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",4 weeks ago
138,Senior SEM Analyst WFH 3-6 Year 9 LPA,Angel and Genie,https://in.linkedin.com/company/only-much-louder?trk=public_jobs_jserp-result_job-search-card-subtitle,"Ahmedabad, Gujarat, India",2 months ago
139,Sr. SEO Analyst,Neil Patel Digital India,https://in.linkedin.com/company/plumhq?trk=public_jobs_jserp-result_job-search-card-subtitle,"Navi Mumbai, Maharashtra, India",5 months ago
140,Business Analyst,VOCO Technologies,https://in.linkedin.com/company/vikimediatecpvtltd?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",1 week ago
141,Associate / Senior Associate - Social Media Performance Analyst,Only Much Louder,https://fr.linkedin.com/company/capgemini?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",4 days ago
142,Analyst - Account Based Marketing,Plum,https://www.linkedin.com/company/intervue-io?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",4 months ago
143,SEO Analyst,Vikimediatec Pvt Ltd,https://www.linkedin.com/company/weboniselab?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",2 months ago
144,"Business Analyst Identity Access Management | 6 to 9 years | Mumbai, Pune & Bengaluru",Capgemini,https://www.linkedin.com/company/ozemio?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",2 months ago
145,SEO Analyst,Intervue.io,https://in.linkedin.com/company/market-expertise-pune?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bengaluru, Karnataka, India",3 weeks ago
146,Business Analyst,Webonise,https://in.linkedin.com/company/tech-mahindra?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",1 month ago
147,Marketing Analyst,Ozemio,https://in.linkedin.com/company/angel-and-genie?trk=public_jobs_jserp-result_job-search-card-subtitle,"Mumbai, Maharashtra, India",1 month ago
148,Primary Research Analyst - International Calling,Market Expertise,https://in.linkedin.com/company/voco-technologies?trk=public_jobs_jserp-result_job-search-card-subtitle,"Pune, Maharashtra, India",1 week ago
149,Business Analyst,Tech Mahindra,https://in.linkedin.com/company/only-much-louder?trk=public_jobs_jserp-result_job-search-card-subtitle,"Hyderabad, Telangana, India",3 months ago
